Cycle,PC001,PC002,PC003,PC004,PC005,PC006,PC007,PC008,PC009,PC010,PC011,PC012,PC013,PC014,PC015,PC016,PC017,PC018,PC019,PC020,PC021,PC022,PC023,PC024,PC025,PC026,PC027,PC028,PC029,PC030,PC031,PC032,PC033,PC034,PC035,PC036,PC037,PC038,PC039,PC040,PC041,PC042,PC043,PC044,PC045,PC046,PC047,PC048,PC049,PC050,PC051,PC052,PC053,PC054,PC055,PC056,PC057,PC058,PC059,PC060,PC061,PC062,PC063,PC064,PC065,PC066,PC067,PC068,PC069,PC070,PC071,PC072,PC073,PC074,PC075,PC076,PC077,PC078,PC079,PC080,PC081,PC082,PC083,PC084,PC085,PC086,PC087,PC088,PC089,PC090,PC091,PC092,PC093,PC094,PC095,PC096,PC097,PC098,PC099,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131
25,44.407,81.523,46.931,45.024,44.681,84.23,42.032,41.578,84.916,85.394,86.272,43.209,83.577,81.87,39.658,44.008,41.774,81.459,81.965,41.855,42.549,81.801,82.144,45.795,84.029,44.042,44.585,83.94,84.755,42.507,42.158,37.463,42.817,86.515,85.459,44.589,48.211,86.542,77.415,80.073,75.915,79.374,77.755,74.176,73.183,76.847,75.364,79.124,78.603,71.574,43.903,41.922,80.985,82.571,80.894,83.308,82.588,42.194,44.671,44.339,41.597,80.541,84.25,45.071,44.937,45.031,79.914,81.091,81.728,43.264,44.164,44.088,85.923,86.792,87.043,46.383,47.44,44.994,90.742,91.036,91.539,48.992,48.938,46.508,,45.449,40.753,40.769,41.074,44.844,46.33614,46.94146,44.83131,40.63979,46.83585,44.69605,42.57934,43.08856,45.09187,44.76159,46.83567,,,46.38359,44.16101,45.10001,,,45.47315,44.81699,44.46981,43.78375,,,45.39466,45.26406,45.78024,44.49045,43.87531,45.36007,127.3073,86.03347,86.45229,85.75716,85.59757,87.74576,45.80066,44.83219,43.67773,44.56372,44.3775
26,44.348,81.355,46.908,45.046,44.625,84.077,41.992,41.537,84.813,85.294,86.179,43.172,83.453,81.751,39.612,43.956,41.702,81.337,81.841,41.815,42.528,81.651,82.005,45.763,83.9,44.014,44.569,83.819,84.648,42.32,42.02,37.209,42.658,86.39,85.325,44.559,48.199,86.432,77.289,79.954,75.757,79.247,77.632,74.024,73.044,76.727,75.254,79.008,78.456,71.39,43.879,41.895,80.861,82.463,80.776,83.213,82.49,42.165,44.654,44.307,41.574,80.426,84.144,45.035,44.898,44.997,79.797,80.987,81.624,43.231,44.131,44.064,85.764,86.652,86.92,46.337,47.41,44.958,90.649,90.949,91.431,48.966,48.915,46.476,,45.407,42.755,42.938,41.244,44.814,46.30018,46.89644,44.80799,40.46769,46.80068,44.65267,42.52666,43.04502,45.05635,44.72486,46.81394,,,46.36638,44.13579,45.07413,,,45.44436,44.76205,44.42804,43.73776,,,45.36027,45.20176,45.75007,44.45538,43.84138,45.32106,127.0737,85.92285,86.33623,85.63888,85.49313,87.65032,45.74844,44.80872,43.61947,44.53412,44.31289
27,44.29,81.199,46.878,45.073,44.569,83.935,41.961,41.495,84.719,85.192,86.089,43.135,83.334,81.635,39.569,43.906,41.628,81.216,81.72,41.777,42.508,81.502,81.871,45.733,83.775,43.988,44.554,83.702,84.539,42.136,41.884,36.96,42.518,86.268,85.194,44.533,48.156,86.325,77.167,79.837,75.601,79.122,77.511,73.875,72.907,76.61,75.148,78.893,78.313,71.211,43.857,41.874,80.739,82.36,80.663,83.119,82.394,42.136,44.641,44.281,41.55,80.27,84.04,45.001,44.862,44.968,79.687,80.885,81.524,43.201,44.099,44.042,85.603,86.52,86.777,46.294,47.379,44.931,90.558,90.861,91.323,48.934,48.896,46.439,,45.364,42.731,42.886,42.707,44.786,46.26118,46.85135,44.78334,40.37639,46.76286,44.61131,42.47046,43.00267,45.02114,44.69024,46.7885,,,46.3504,44.10902,45.0464,,,45.4157,44.70331,44.38562,43.69005,,,45.33012,45.13911,45.72365,44.43002,43.80786,45.28458,126.8291,85.8119,86.22136,85.53121,85.38024,87.55543,45.69966,44.78509,43.56019,44.50189,44.24596
28,44.232,81.047,46.858,45.096,44.512,83.799,41.922,41.455,84.627,85.098,86.003,43.098,83.218,81.52,39.524,43.859,41.557,81.096,81.599,41.734,42.489,81.358,81.742,45.688,83.652,43.976,44.54,83.59,84.438,41.954,41.749,36.716,42.363,86.141,85.07,44.506,48.131,86.221,77.042,79.723,75.451,78.999,77.393,73.73,72.773,76.497,75.044,78.779,78.173,71.036,43.833,41.85,80.624,82.265,80.536,83.027,82.3,42.099,44.634,44.255,41.527,80.165,83.938,44.968,44.828,44.94,79.581,80.784,81.424,43.174,44.069,44.018,85.449,86.385,86.662,46.251,47.35,44.896,90.47,90.777,91.218,48.913,48.877,46.413,,45.317,42.687,42.822,42.698,44.76,46.22173,46.80723,44.75769,40.22585,46.72854,44.57053,42.41932,42.95933,44.9874,44.65673,46.75873,,,46.3331,44.08446,45.02092,,,45.38869,44.64239,44.34116,43.64146,,,45.29681,45.0831,45.69618,44.40117,43.77176,45.25412,126.5903,85.70339,86.10613,85.42184,85.28346,87.4625,45.64865,44.76177,43.49123,44.47206,44.17308
29,44.173,80.894,46.83,45.119,44.455,83.664,41.889,41.416,84.535,84.994,85.916,43.062,83.104,81.409,39.482,43.812,41.486,80.98,81.481,41.685,42.47,81.213,81.612,45.663,83.53,43.952,44.528,83.483,84.336,41.777,41.617,36.475,42.226,86.018,84.949,44.478,48.094,86.12,76.921,79.613,75.302,78.876,77.276,73.587,72.643,76.386,74.941,78.669,78.033,70.864,43.812,41.826,80.511,82.17,80.435,82.937,82.209,42.04,44.623,44.23,41.503,80.064,83.837,44.936,44.794,44.911,79.472,80.686,81.328,43.148,44.04,43.997,85.298,86.262,86.552,46.211,47.322,44.868,90.385,90.693,91.113,48.884,48.858,46.386,,45.272,42.632,42.757,42.659,44.737,46.1852,46.76497,44.73493,40.07225,46.69402,44.52988,42.36149,42.91604,44.95428,44.62322,46.72278,,,46.31642,44.06245,44.99741,,,45.36313,44.57786,44.29645,43.5937,,,45.26476,45.02653,45.66957,44.37101,43.73868,45.22194,126.3728,85.59337,85.99846,85.32592,85.17954,87.37165,45.60073,44.73813,43.41073,44.44041,44.09528
30,44.115,80.749,46.8,45.141,44.398,83.528,41.854,41.379,84.451,84.881,85.829,43.026,82.992,81.299,39.441,43.766,41.417,80.868,81.366,41.639,42.452,81.069,81.481,45.618,83.41,43.927,44.515,83.378,84.238,41.6,41.487,36.24,42.082,85.896,84.831,44.45,48.048,86.021,76.8,79.504,75.157,78.753,77.162,73.447,72.516,76.277,74.839,78.562,77.895,70.698,43.793,41.803,80.404,82.077,80.332,82.85,82.119,41.991,44.609,44.209,41.487,79.939,83.739,44.905,44.764,44.884,79.37,80.591,81.233,43.121,44.012,43.977,85.151,86.124,86.433,46.171,47.294,44.821,90.301,90.61,91.009,48.858,48.84,46.361,,45.234,42.571,42.69,42.608,44.714,46.14695,46.72098,44.71254,39.91866,46.66073,44.49053,42.30867,42.8754,44.92112,44.59025,46.69243,,,46.30003,44.04073,44.9697,,,45.3364,44.51235,44.25273,43.5457,,,45.23232,44.97403,45.64206,44.34055,43.70541,45.19227,126.1591,85.48895,85.89356,85.22781,85.07964,87.28114,45.54758,44.7155,43.32289,44.40957,44.01862
31,44.057,80.603,46.764,45.159,44.34,83.39,41.822,41.338,84.367,84.798,85.743,42.988,82.877,81.192,39.394,43.723,41.349,80.757,81.252,41.596,42.441,80.93,81.353,45.592,83.292,43.906,44.504,83.278,84.139,41.428,41.356,36.011,41.937,85.775,84.717,44.418,48.019,85.919,76.679,79.397,75.015,78.629,77.05,73.311,72.391,76.169,74.738,78.458,77.759,70.533,43.772,41.78,80.3,81.985,80.231,82.764,82.03,41.941,44.597,44.187,41.476,79.81,83.644,44.876,44.734,44.859,79.268,80.498,81.143,43.096,43.986,43.957,85.014,86.006,86.278,46.133,47.264,44.782,90.217,90.531,90.904,48.831,48.821,46.338,,45.196,42.509,42.62,42.548,44.691,46.11271,46.68188,44.69011,39.78671,46.62761,44.45147,42.2506,42.834,44.88797,44.5595,46.66604,,,46.28313,44.02112,44.94255,,,45.31097,44.44405,44.21269,43.48713,,,45.2,44.92646,45.61375,44.30985,43.67029,45.16284,125.9331,85.37902,85.78919,85.14002,84.98055,87.19389,45.50209,44.6899,43.23333,44.37764,43.93856
32,43.999,80.46,46.733,45.179,44.282,83.263,41.784,41.303,84.286,84.711,85.661,42.95,82.768,81.086,39.347,43.677,41.281,80.649,81.139,41.558,42.417,80.79,81.23,45.557,83.172,43.884,44.493,83.176,84.045,41.257,41.229,35.786,41.793,85.654,84.61,44.386,48.001,85.821,76.557,79.291,74.878,78.506,76.94,73.177,72.27,76.065,74.642,78.357,77.627,70.372,43.75,41.756,80.197,81.894,80.124,82.68,81.944,41.898,44.579,44.164,41.469,79.702,83.55,44.844,44.705,44.837,79.171,80.409,81.053,43.068,43.963,43.936,84.888,85.881,86.203,46.098,47.233,44.73,90.137,90.452,90.8,48.797,48.8,46.329,,45.16,42.449,42.552,42.49,44.668,46.07829,46.64375,44.66727,39.65752,46.59841,44.41322,42.19388,42.79223,44.85617,44.52959,46.64444,,,46.26482,44.00257,44.91789,,,45.28663,44.37707,44.16963,43.41795,,,45.1685,44.8811,45.5872,44.28154,43.63499,45.13232,125.7318,85.27605,85.68606,85.03735,84.87933,87.107,45.4608,44.66971,43.14768,44.34589,43.85417
33,43.944,80.319,46.702,45.201,44.224,83.143,41.746,41.271,84.2,84.624,85.578,42.911,82.661,80.981,39.304,43.627,41.216,80.542,81.029,41.52,42.413,80.651,81.112,45.527,83.052,43.862,44.481,83.081,83.949,41.087,41.106,35.563,41.649,85.535,84.507,44.354,47.983,85.721,76.438,79.189,74.738,78.384,76.832,73.043,72.151,75.963,74.546,78.258,77.497,70.214,43.727,41.732,80.098,81.807,80.028,82.598,81.858,41.857,44.564,44.144,41.461,79.61,83.457,44.813,44.677,44.816,79.075,80.319,80.965,43.041,43.938,43.917,84.755,85.766,86.077,46.061,47.197,44.677,90.056,90.374,90.697,48.767,48.779,46.31,,45.122,42.388,42.482,42.431,44.645,46.04363,46.60528,44.64396,39.52694,46.56807,44.37438,42.14212,42.75263,44.82359,44.49817,46.61264,,,46.24658,43.985,44.88978,,,45.26138,44.3066,44.1262,43.35648,,,45.13769,44.83855,45.56118,44.25339,43.60284,45.0995,125.4955,85.17341,85.58336,84.93826,84.77347,87.02031,45.40196,44.64969,43.05558,44.31316,43.76586
34,43.888,80.178,46.679,45.22,44.164,83.013,41.71,41.237,84.124,84.543,85.497,42.871,82.556,80.878,39.266,43.588,41.149,80.438,80.919,41.48,42.391,80.512,80.99,45.492,82.934,43.841,44.471,82.986,83.861,40.916,40.984,35.34,41.501,85.419,84.406,44.32,47.961,85.624,76.314,79.087,74.609,78.263,76.724,72.915,72.032,75.862,74.453,78.161,77.368,70.059,43.707,41.708,80,81.724,79.937,82.518,81.773,41.82,44.549,44.125,41.457,79.486,83.367,44.782,44.65,44.792,78.979,80.232,80.878,43.009,43.915,43.899,84.628,85.654,85.975,46.026,47.167,44.612,89.977,90.298,90.606,48.736,48.762,46.29,,45.083,42.328,42.414,42.362,44.621,46.00942,46.569,44.62183,39.39596,46.54064,44.336,42.08412,42.71611,44.79135,44.46867,46.57392,,,46.22756,43.96544,44.86256,,,45.23765,44.23189,44.08112,43.2841,,,45.10622,44.79561,45.53389,44.22467,43.56676,45.07223,125.2954,85.07832,85.48065,84.84966,84.66866,86.9351,45.35494,44.626,42.96656,44.27906,43.67752
35,43.832,80.042,46.648,45.237,44.103,82.897,41.679,41.205,84.054,84.459,85.421,42.831,82.452,80.776,39.231,43.545,41.082,80.335,80.811,41.441,42.374,80.376,80.871,45.462,82.816,43.819,44.461,82.894,83.769,40.747,40.864,35.121,41.352,85.304,84.305,44.285,47.942,85.525,76.195,78.988,74.476,78.145,76.618,72.787,71.918,75.764,74.361,78.064,77.242,69.906,43.686,41.683,79.904,81.642,79.843,82.437,81.691,41.783,44.531,44.104,41.444,79.387,83.28,44.753,44.622,44.768,78.885,80.146,80.794,42.978,43.892,43.882,84.495,85.526,85.863,45.991,47.135,44.543,89.899,90.224,90.516,48.706,48.746,46.272,,45.043,42.277,42.347,42.295,44.598,45.9764,46.5352,44.59115,39.26818,46.51187,44.29762,42.02834,42.68269,44.76003,44.43972,46.53466,,,46.20847,43.94514,44.83439,,,45.21321,44.1569,44.04171,43.20897,,,45.07501,44.75316,45.50719,44.19873,43.53265,45.04493,125.1181,84.98302,85.38121,84.77015,84.57552,86.85161,45.31147,44.60654,42.8794,44.24858,43.58608
36,43.778,79.912,46.617,45.255,44.039,82.776,41.647,41.175,83.967,84.377,85.344,42.796,82.35,80.674,39.195,43.503,41.016,80.238,80.704,41.404,42.354,80.241,80.753,45.434,82.7,43.799,44.453,82.802,83.68,40.583,40.745,34.905,41.209,85.19,84.206,44.252,47.923,85.427,76.075,78.889,74.353,78.028,76.513,72.662,71.804,75.668,74.271,77.971,77.118,69.755,43.668,41.657,79.811,81.561,79.735,82.359,81.61,41.749,44.515,44.078,41.43,79.286,83.194,44.721,44.595,44.743,78.791,80.062,80.711,42.945,43.869,43.862,84.373,85.417,85.75,45.955,47.1,44.481,89.823,90.153,90.43,48.67,48.727,46.248,,45.006,42.23,42.284,42.231,44.575,45.94235,46.50179,44.55989,39.13983,46.4826,44.26011,41.97019,42.64969,44.729,44.41222,46.50657,,,46.19013,43.92719,44.80476,,,45.18992,44.06708,44.00414,43.14077,,,45.04366,44.71232,45.48568,44.17205,43.49783,45.01605,124.9125,84.88681,85.28473,84.66923,84.47781,86.76772,45.2667,44.58268,42.79762,44.21448,43.48291
37,43.724,79.784,46.585,45.272,43.976,82.666,41.61,41.146,83.912,84.299,85.267,42.757,82.25,80.572,39.146,43.464,40.951,80.141,80.599,41.364,42.338,80.108,80.639,45.403,82.586,43.778,44.443,82.715,83.593,40.422,40.627,34.691,41.069,85.077,84.111,44.218,47.897,85.329,75.956,78.79,74.225,77.914,76.411,72.538,71.693,75.573,74.182,77.878,76.997,69.607,43.652,41.632,79.719,81.487,79.647,82.282,81.529,41.713,44.5,44.063,41.416,79.176,83.109,44.689,44.57,44.719,78.702,79.978,80.63,42.916,43.847,43.845,84.254,85.293,85.653,45.919,47.068,44.424,89.745,90.08,90.344,48.638,48.711,46.227,,44.971,42.183,42.223,42.168,44.552,45.90904,46.46558,44.52647,39.01392,46.45116,44.22078,41.91173,42.61697,44.69798,44.38365,46.47392,,,46.1717,43.90672,44.77703,,,45.16644,43.98082,43.96794,43.06081,,,45.01469,44.67442,45.45824,44.14642,43.46287,44.98703,124.7344,84.79598,85.19195,84.57994,84.38487,86.68567,45.2206,44.56569,42.72871,44.17795,43.38278
38,43.671,79.658,46.553,45.286,43.91,82.56,41.578,41.117,83.841,84.221,85.197,42.72,82.141,80.473,39.112,43.422,40.888,80.047,80.495,41.325,42.317,79.975,80.525,45.371,82.474,43.759,44.435,82.626,83.507,40.264,40.511,34.479,40.933,84.966,84.017,44.183,47.876,85.233,75.838,78.693,74.106,77.802,76.309,72.416,71.584,75.48,74.093,77.788,76.877,69.461,43.638,41.607,79.627,81.413,79.565,82.206,81.449,41.682,44.485,44.044,41.401,79.081,83.026,44.66,44.545,44.695,78.614,79.895,80.549,42.89,43.825,43.83,84.129,85.18,85.552,45.884,47.038,44.372,89.669,90.009,90.26,48.604,48.696,46.204,,44.938,42.135,42.163,42.104,44.527,45.8777,46.42925,44.50257,38.88834,46.41146,44.18427,41.85466,42.58447,44.66704,44.35713,46.43494,,,46.1533,43.88735,44.74736,,,45.14403,43.89411,43.93123,42.99107,,,44.98419,44.63533,45.43253,44.12079,43.42938,44.95912,124.5328,84.7077,85.10175,84.4903,84.29344,86.60455,45.17432,44.54808,42.66935,44.14193,43.29227
39,43.617,79.532,46.522,45.297,43.839,82.453,41.546,41.091,83.777,84.122,85.119,42.682,82.043,80.374,39.072,43.383,40.825,79.954,80.391,41.288,42.287,79.843,80.415,45.338,82.364,43.739,44.427,82.541,83.423,40.11,40.397,34.272,40.798,84.853,83.923,44.141,47.854,85.136,75.724,78.597,73.985,77.692,76.21,72.298,71.474,75.388,74.006,77.699,76.762,69.318,43.621,41.581,79.538,81.335,79.483,82.133,81.37,41.654,44.47,44.027,41.388,79.029,82.944,44.631,44.52,44.672,78.527,79.815,80.47,42.864,43.804,43.812,84.007,85.079,85.444,45.847,47.008,44.321,89.594,89.94,90.168,48.566,48.68,46.188,,44.904,42.09,42.103,42.039,44.504,45.84249,46.39333,44.47928,38.76569,46.37954,44.14805,41.79941,42.55166,44.63617,44.33076,46.39555,,,46.13787,43.86528,44.71914,,,45.12237,43.80867,43.89745,42.91671,,,44.95416,44.59882,45.40606,44.09525,43.39466,44.93163,124.3543,84.61955,85.01529,84.40231,84.20499,86.5237,45.1323,44.52738,42.61352,44.10347,43.21091
40,43.564,79.413,46.49,45.307,43.761,82.35,41.513,41.066,83.709,84.052,85.051,42.645,81.949,80.277,39.036,43.342,40.766,79.862,80.289,41.245,42.269,79.715,80.305,45.31,82.257,43.719,44.419,82.455,83.339,39.958,40.285,34.074,40.669,84.743,83.83,44.111,47.826,85.04,75.61,78.504,73.869,77.584,76.11,72.179,71.37,75.298,73.92,77.611,76.648,69.177,43.604,41.554,79.45,81.263,79.403,82.058,81.292,41.626,44.456,44.009,41.373,78.887,82.864,44.6,44.496,44.649,78.438,79.735,80.392,42.84,43.786,43.795,83.895,84.976,85.336,45.811,46.98,44.27,89.518,89.87,90.091,48.537,48.665,46.168,,44.872,42.047,42.047,41.97,44.484,45.81187,46.3607,44.45917,38.6371,46.34578,44.11269,41.74598,42.51934,44.60577,44.30192,46.35472,,,46.12179,43.84058,44.69003,,,45.10159,43.71328,43.86233,42.83397,,,44.9248,44.56487,45.3788,44.07021,43.36144,44.90433,124.1695,84.53352,84.93282,84.31558,84.11852,86.44505,45.0895,44.50659,42.54765,44.06746,43.13009
41,43.51,79.291,46.459,45.306,43.676,82.25,41.481,41.042,83.643,83.979,84.974,42.607,81.853,80.182,38.997,43.304,40.705,79.771,80.188,41.21,42.25,79.586,80.198,45.279,82.15,43.7,44.411,82.374,83.255,39.807,40.174,33.878,40.536,84.633,83.739,44.076,47.798,84.943,75.497,78.412,73.754,77.478,76.013,72.062,71.265,75.209,73.835,77.523,76.535,69.037,43.588,41.529,79.363,81.188,79.325,81.986,81.215,41.598,44.443,43.993,41.359,78.784,82.784,44.571,44.473,44.624,78.356,79.657,80.315,42.814,43.765,43.779,83.78,84.874,85.225,45.775,46.949,44.219,89.443,89.802,90.011,48.504,48.651,46.149,,44.842,42.011,41.994,41.9,44.465,45.78026,46.32833,44.43635,38.51128,46.31176,44.07679,41.68897,42.48654,44.57386,44.27782,46.31038,,,46.10731,43.81731,44.66153,,,45.08083,43.60395,43.82585,42.75081,,,44.89594,44.5291,45.35017,44.04511,43.32884,44.87625,124.0027,84.44974,84.85662,84.23005,84.03307,86.36593,45.05241,44.4852,42.47239,44.03192,43.04838
42,43.456,79.172,46.428,45.311,43.582,82.152,41.451,41.02,83.577,83.905,84.908,42.568,81.759,80.085,38.956,43.266,40.647,79.681,80.087,41.169,42.173,79.461,80.094,45.251,82.047,43.683,44.403,82.292,83.171,39.657,40.06,33.687,40.404,84.522,83.648,44.039,47.767,84.846,75.386,78.32,73.641,77.374,75.916,71.948,71.162,75.121,73.751,77.439,76.424,68.899,43.572,41.505,79.276,81.106,79.237,81.914,81.138,41.573,44.43,43.977,41.349,78.687,82.705,44.539,44.45,44.6,78.27,79.58,80.239,42.789,43.745,43.764,83.671,84.767,85.128,45.737,46.919,44.168,89.368,89.734,89.933,48.472,48.635,46.131,,44.811,41.971,41.942,41.833,44.447,45.7474,46.2961,44.41348,38.38696,46.2768,44.04216,41.62372,42.45325,44.54276,44.25443,46.2556,,,46.09292,43.79269,44.63515,,,45.05993,43.49497,43.79279,42.65387,,,44.86667,44.49458,45.32283,44.01977,43.29642,44.84925,123.8377,84.3668,84.77482,84.14667,83.95055,86.28556,45.00319,44.4632,42.3965,43.99762,42.97375
43,43.403,79.054,46.398,45.311,43.48,82.053,41.422,40.998,83.513,83.834,84.834,42.533,81.664,79.993,38.918,43.225,40.588,79.598,79.989,41.128,42.192,79.335,79.987,45.222,81.946,43.664,44.395,82.212,83.088,39.511,39.951,33.5,40.272,84.413,83.558,44,47.732,84.75,75.274,78.23,73.529,77.269,75.82,71.833,71.062,75.035,73.668,77.354,76.299,68.761,43.555,41.477,79.191,81.033,79.155,81.843,81.062,41.543,44.417,43.959,41.336,78.64,82.628,44.511,44.428,44.576,78.19,79.504,80.164,42.762,43.725,43.749,83.561,84.644,85.03,45.697,46.889,44.117,89.295,89.665,89.859,48.447,48.62,46.112,,44.776,41.934,41.894,41.765,44.43,45.71752,46.26399,44.39069,38.27023,46.24139,44.0071,41.5778,42.4208,44.51168,44.2296,46.20485,,,46.07729,43.76481,44.60912,,,45.03947,43.37811,43.75972,42.55344,,,44.83763,44.45941,45.29719,43.99519,43.26445,44.82163,123.6745,84.28439,84.6874,84.06368,83.86819,86.20628,44.96047,44.44084,42.33625,43.96629,42.90516
44,43.349,78.936,46.368,45.316,43.375,81.956,41.395,40.977,83.45,83.765,84.765,42.493,81.572,79.899,38.876,43.188,40.529,79.507,79.89,41.091,42.169,79.208,79.882,45.192,81.846,43.646,44.384,82.133,83.006,39.367,39.842,33.317,40.142,84.305,83.469,43.96,47.696,84.651,75.163,78.141,73.42,77.165,75.726,71.718,70.962,74.949,73.585,77.272,76.168,68.627,43.541,41.449,79.106,80.957,79.08,81.772,80.987,41.518,44.404,43.942,41.297,78.513,82.551,44.482,44.406,44.552,78.102,79.43,80.089,42.736,43.706,43.734,83.45,84.555,84.925,45.658,46.86,44.066,89.222,89.593,89.788,48.417,48.605,46.089,,44.739,41.896,41.846,41.704,44.413,45.68731,46.23239,44.3684,38.15226,46.20794,43.973,41.51523,42.38791,44.48005,44.2052,46.15658,,,46.06197,43.7402,44.58154,,,45.01954,43.25672,43.72594,42.45278,,,44.8095,44.42634,45.27142,43.97012,43.23246,44.78472,123.5043,84.20991,84.59906,83.98199,83.78776,86.12646,44.91857,44.41418,42.33249,43.93657,42.84987
45,43.295,78.817,46.338,45.317,43.272,81.86,41.37,40.955,83.396,83.701,84.697,42.452,81.48,79.808,38.826,43.147,40.471,79.425,79.792,41.052,42.151,79.086,79.779,45.165,81.749,43.628,44.377,82.055,82.925,39.228,39.736,33.137,40.014,84.196,83.382,43.92,47.662,84.556,75.053,78.052,73.312,77.062,75.633,71.606,70.863,74.865,73.504,77.19,76.047,68.496,43.527,41.423,79.025,80.884,78.982,81.703,80.912,41.495,44.392,43.927,41.248,78.418,82.475,44.453,44.383,44.527,78.025,79.356,80.016,42.71,43.687,43.719,83.343,84.456,84.83,45.618,46.83,44.014,89.152,89.526,89.717,48.39,48.592,46.067,,44.698,41.861,41.795,41.64,44.396,45.65645,46.19936,44.33986,38.02849,46.17501,43.93385,41.45961,42.35482,44.4475,44.18221,46.11016,,,46.04602,43.71593,44.55441,,,44.99962,43.13335,43.69179,42.35579,,,44.78283,44.39116,45.24638,43.94307,43.2008,44.73882,123.3384,84.13262,84.51747,83.89895,83.70566,86.04707,44.87308,44.38981,42.302,43.90916,42.79796
46,43.241,78.701,46.308,45.315,43.165,81.767,41.344,40.936,83.331,83.595,84.633,42.406,81.388,79.717,38.779,43.108,40.42,79.335,79.695,41.01,42.134,78.963,79.678,45.139,81.654,43.609,44.37,81.974,82.844,39.095,39.63,32.962,39.888,84.089,83.294,43.877,47.627,84.459,74.943,77.966,73.204,76.96,75.542,71.494,70.767,74.782,73.423,77.109,75.93,68.366,43.512,41.394,78.943,80.817,78.903,81.635,80.837,41.471,44.379,43.91,41.23,78.333,82.402,44.426,44.363,44.505,77.941,79.282,79.944,42.684,43.668,43.704,83.241,84.362,84.738,45.581,46.8,43.961,89.081,89.457,89.638,48.361,48.574,46.048,,44.659,41.821,41.749,41.568,44.381,45.62767,46.16711,44.31702,37.91007,46.14061,43.89909,41.40873,42.32201,44.41406,44.15791,46.06126,,,46.02485,43.68776,44.52352,,,44.9807,43.01976,43.65443,42.24567,,,44.75613,44.35914,45.2182,43.91837,43.17021,44.70597,123.1761,84.0551,84.44392,83.81829,83.62562,85.96844,44.82952,44.36431,42.25592,43.88129,42.7503
47,43.187,78.584,46.28,45.316,43.053,81.673,41.318,40.919,83.272,83.544,84.562,42.364,81.298,79.627,38.736,43.069,40.363,79.256,79.599,40.971,42.122,78.838,79.573,45.112,81.56,43.59,44.362,81.903,82.765,38.965,39.525,32.791,39.764,83.979,83.208,43.831,47.593,84.364,74.834,77.879,73.1,76.858,75.45,71.384,70.671,74.7,73.344,77.029,75.812,68.239,43.497,41.365,78.864,80.743,78.831,81.568,80.762,41.448,44.367,43.894,41.222,78.243,82.328,44.399,44.342,44.483,77.86,79.211,79.872,42.66,43.649,43.694,83.133,84.271,84.645,45.542,46.775,43.911,89.012,89.391,89.564,48.329,48.557,46.03,,44.62,41.784,41.701,41.491,44.367,45.59579,46.13572,44.2911,37.79246,46.10461,43.86438,41.35839,42.28758,44.38154,44.13683,46.00785,,,45.99413,43.65902,44.4895,,,44.96146,42.90599,43.61841,42.14035,,,44.73192,44.32893,45.19516,43.89358,43.1399,44.66888,123.0215,83.97813,84.36915,83.73636,83.54549,85.89108,44.78518,44.34121,42.23011,43.85328,42.70371
48,43.132,78.462,46.25,45.317,42.939,81.578,41.293,40.895,83.212,83.479,84.493,42.323,81.207,79.528,38.689,43.03,40.315,79.168,79.504,40.931,42.109,78.733,79.489,45.079,81.469,43.572,44.355,81.828,82.686,38.84,39.421,32.62,39.646,83.872,83.121,43.782,47.432,84.271,74.727,77.794,72.997,76.756,75.36,71.275,70.578,74.619,73.264,76.951,75.7,68.113,43.485,41.339,78.786,80.675,78.76,81.501,80.687,41.426,44.355,43.878,41.203,78.148,82.254,44.372,44.321,44.46,77.778,79.139,79.802,42.635,43.631,43.68,83.037,84.2,84.549,45.503,46.749,43.859,88.944,89.324,89.499,48.298,48.542,46.013,,44.58,41.748,41.654,41.412,44.351,45.56461,46.1064,44.26439,37.66846,46.07209,43.83056,41.2996,42.25357,44.34864,44.11096,45.95002,,,45.94258,43.62865,44.45884,,,44.94199,42.79398,43.58299,42.03691,,,44.70466,44.2954,45.17134,43.86855,43.10994,44.63348,122.8573,83.90501,84.29144,83.65869,83.466,85.81551,44.74073,44.31892,42.19991,43.82698,42.65994
